Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
7930,20.9,24.1,27.6,30.8,34.2,37.2,41.4,45.3
7940,20.9,24.1,27.6,30.8,34.2,37.2,41.4,45.3
7950,20.9,24.1,27.6,30.8,34.2,37.2,41.4,45.3
7960,20.9,24.1,27.6,30.8,34.2,37.3,41.4,45.3
7970,20.9,24.1,27.6,30.8,34.2,37.2,41.4,45.3
7980,20.9,24.1,27.6,30.8,34.2,37.2,41.4,45.3
7990,20.9,24.1,27.6,30.8,34.2,37.3,41.4,45.3
8000,20.9,24.1,27.6,30.8,34.2,37.3,41.4,45.3
8010,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8020,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8030,20.9,24.1,27.6,30.8,34.2,37.3,41.4,45.3
8040,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8050,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8060,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8070,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.3
8080,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8090,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8100,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8110,20.9,24.2,27.6,30.8,34.2,37.3,41.4,45.3
8120,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.3
8130,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.3
8140,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.3
8150,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.3
8160,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.3
8170,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8180,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8190,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8200,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8210,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8220,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8230,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8240,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8250,20.9,24.2,27.6,30.9,34.2,37.3,41.4,45.4
8260,20.9,24.2,27.6,30.9,34.2,37.3,41.5,45.4
8270,20.9,24.2,27.6,30.9,34.2,37.3,41.5,45.4
8280,20.9,24.2,27.6,30.9,34.2,37.3,41.5,45.4
8290,20.9,24.2,27.6,30.9,34.3,37.3,41.5,45.4
8300,20.9,24.2,27.6,30.9,34.3,37.3,41.5,45.4
8310,20.9,24.2,27.6,30.9,34.3,37.3,41.5,45.4
8320,20.9,24.2,27.6,30.9,34.3,37.3,41.5,45.4
8330,20.9,24.2,27.7,30.9,34.3,37.3,41.5,45.4
8340,20.9,24.2,27.6,30.9,34.3,37.3,41.5,45.4
8350,20.9,24.2,27.6,30.9,34.3,37.3,41.5,45.4
8360,20.9,24.2,27.7,30.9,34.3,37.3,41.5,45.4
8370,20.9,24.2,27.7,30.9,34.3,37.3,41.5,45.4
8380,20.9,24.2,27.6,30.9,34.3,37.3,41.5,45.4
8390,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8400,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8410,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8420,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8430,21,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8440,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8450,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8460,21,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8470,21,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8480,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8490,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8500,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8510,21,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8520,21,24.2,27.7,30.9,34.3,37.4,41.5,45.5
8530,20.9,24.2,27.7,30.9,34.3,37.4,41.5,45.4
8540,21,24.2,27.7,30.9,34.3,37.4,41.5,45.5
8550,21,24.2,27.7,30.9,34.3,37.4,41.5,45.5
8560,21,24.2,27.7,30.9,34.3,37.4,41.6,45.5
8570,21,24.2,27.7,30.9,34.3,37.4,41.5,45.5
8580,21,24.2,27.7,30.9,34.3,37.4,41.6,45.5
8590,21,24.2,27.7,30.9,34.3,37.4,41.5,45.5
8600,21,24.2,27.7,31,34.3,37.4,41.5,45.5
8610,21,24.2,27.7,30.9,34.3,37.4,41.6,45.5
8620,21,24.2,27.7,30.9,34.3,37.4,41.6,45.5
8630,21,24.2,27.7,31,34.3,37.4,41.6,45.5
8640,21,24.3,27.7,31,34.3,37.4,41.6,45.5
8650,21,24.2,27.7,31,34.3,37.4,41.6,45.5
8660,21,24.3,27.7,31,34.3,37.4,41.6,45.5
8670,21,24.2,27.7,31,34.3,37.4,41.6,45.5
8680,21,24.3,27.7,31,34.3,37.4,41.6,45.5
8690,21,24.2,27.7,31,34.3,37.4,41.6,45.5
8700,21,24.2,27.7,31,34.3,37.4,41.6,45.5
8710,21,24.3,27.7,31,34.3,37.4,41.6,45.5
8720,21,24.3,27.7,31,34.3,37.4,41.6,45.5
8730,21,24.3,27.7,31,34.4,37.4,41.6,45.5
8740,21,24.2,27.7,31,34.4,37.4,41.6,45.5
8750,21,24.3,27.7,31,34.4,37.5,41.6,45.5
8760,21,24.3,27.7,31,34.4,37.4,41.6,45.5
8770,21,24.3,27.7,31,34.4,37.5,41.6,45.5
8780,21,24.3,27.7,31,34.3,37.4,41.6,45.5
8790,21,24.3,27.7,31,34.4,37.4,41.6,45.5
8800,21,24.3,27.7,31,34.4,37.5,41.6,45.5
8810,21,24.3,27.7,31,34.4,37.5,41.6,45.5
8820,21,24.3,27.7,31,34.4,37.5,41.6,45.5
8830,21,24.3,27.7,31,34.4,37.5,41.6,45.5
8840,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8850,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8860,21,24.3,27.7,31,34.4,37.5,41.6,45.5
8870,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8880,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8890,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8900,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8910,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8920,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8930,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8940,21,24.3,27.8,31,34.4,37.5,41.6,45.6
8950,21,24.3,27.8,31,34.4,37.5,41.6,45.6
8960,21,24.3,27.7,31,34.4,37.5,41.6,45.6
8970,21,24.3,27.8,31,34.4,37.5,41.6,45.6
8980,21,24.3,27.8,31,34.4,37.5,41.6,45.6
8990,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9000,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9010,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9020,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9030,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9040,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9050,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9060,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9070,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9080,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9090,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9100,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9110,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9120,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9130,21,24.3,27.8,31.1,34.4,37.5,41.7,45.6
9140,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9150,21,24.3,27.8,31.1,34.4,37.5,41.7,45.6
9160,21,24.3,27.8,31,34.4,37.5,41.7,45.6
9170,21,24.3,27.8,31.1,34.4,37.5,41.7,45.6
9180,21,24.3,27.8,31.1,34.4,37.5,41.7,45.6
9190,21,24.3,27.8,31.1,34.4,37.5,41.7,45.6
9200,21,24.3,27.8,31.1,34.5,37.5,41.7,45.6
9210,21,24.3,27.8,31.1,34.5,37.5,41.7,45.6
9220,21,24.3,27.8,31.1,34.5,37.5,41.7,45.6
9230,21,24.3,27.8,31.1,34.5,37.5,41.7,45.7
9240,21,24.3,27.8,31.1,34.5,37.5,41.7,45.7
9250,21,24.3,27.8,31.1,34.5,37.6,41.7,45.6
9260,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9270,21,24.3,27.8,31.1,34.5,37.6,41.7,45.6
9280,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9290,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9300,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9310,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9320,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9330,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9340,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9350,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9360,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9370,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9380,21.1,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9390,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9400,21,24.3,27.8,31.1,34.5,37.6,41.8,45.7
9410,21.1,24.3,27.8,31.1,34.5,37.6,41.8,45.7
9420,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9430,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9440,21,24.3,27.8,31.1,34.5,37.6,41.7,45.7
9450,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9460,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9470,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9480,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9490,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9500,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9510,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9520,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9530,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9540,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9550,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9560,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9570,21,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9580,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9590,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9600,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9610,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9620,21.1,24.4,27.8,31.1,34.5,37.6,41.8,45.7
9630,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9640,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9650,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9660,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9670,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.8
9680,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9690,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9700,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.8
9710,21.1,24.4,27.9,31.1,34.6,37.7,41.8,45.8
9720,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.7
9730,21.1,24.4,27.9,31.2,34.5,37.6,41.8,45.8
9740,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9750,21.1,24.4,27.9,31.1,34.5,37.6,41.8,45.8
9760,21.1,24.4,27.9,31.2,34.6,37.6,41.8,45.8
9770,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9780,21.1,24.4,27.9,31.1,34.6,37.7,41.8,45.8
9790,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9800,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9810,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9820,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9830,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9840,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9850,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9860,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9870,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9880,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9890,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9900,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9910,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9920,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9930,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9940,21.1,24.4,27.9,31.2,34.6,37.7,41.8,45.8
9950,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9960,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9970,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9980,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
9990,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10000,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10010,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10020,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10030,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10040,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10050,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10060,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10070,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10080,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10090,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10100,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10110,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10120,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10130,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10140,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10150,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10160,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10170,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10180,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10190,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10200,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.8
10210,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10220,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10230,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10240,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10250,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10260,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10270,21.1,24.4,27.9,31.2,34.6,37.8,41.9,45.9
10280,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10290,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10300,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10310,21.1,24.4,27.9,31.2,34.6,37.7,41.9,45.9
10320,21.1,24.5,27.9,31.2,34.6,37.8,41.9,45.9
10330,21.1,24.5,27.9,31.2,34.7,37.8,41.9,45.9
10340,21.1,24.4,27.9,31.2,34.6,37.8,41.9,45.9
10350,21.1,24.5,27.9,31.2,34.6,37.8,41.9,45.9
10360,21.1,24.5,27.9,31.2,34.6,37.8,41.9,45.9
10370,21.1,24.4,27.9,31.2,34.6,37.8,41.9,45.9
10380,21.1,24.4,28,31.2,34.6,37.8,41.9,45.9
10390,21.1,24.5,28,31.2,34.7,37.8,41.9,45.9
10400,21.1,24.4,27.9,31.2,34.7,37.8,41.9,45.9
10410,21.1,24.4,27.9,31.2,34.7,37.8,41.9,45.9
10420,21.1,24.5,28,31.2,34.7,37.8,41.9,45.9
10430,21.1,24.5,27.9,31.3,34.7,37.8,41.9,45.9
10440,21.1,24.5,27.9,31.2,34.6,37.8,41.9,45.9
10450,21.1,24.5,28,31.3,34.7,37.8,41.9,45.9
10460,21.1,24.5,28,31.2,34.7,37.8,41.9,45.9
10470,21.1,24.5,28,31.2,34.7,37.8,41.9,45.9
10480,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10490,21.1,24.5,28,31.2,34.7,37.8,42,45.9
10500,21.1,24.5,28,31.2,34.7,37.8,42,45.9
10510,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10520,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10530,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10540,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10550,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10560,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10570,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10580,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10590,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10600,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10610,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10620,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10630,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10640,21.1,24.5,28,31.3,34.7,37.8,42,45.9
10650,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10660,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10670,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10680,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10690,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10700,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10710,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10720,21.1,24.5,28,31.3,34.7,37.8,42,46
10730,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10740,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10750,21.2,24.5,28,31.3,34.7,37.8,42,45.9
10760,21.2,24.5,28,31.3,34.7,37.8,42,46
10770,21.2,24.5,28,31.3,34.7,37.8,42,46
10780,21.2,24.5,28,31.3,34.7,37.8,42,46
10790,21.2,24.5,28,31.3,34.7,37.8,42,46
10800,21.2,24.5,28,31.3,34.7,37.8,42,46
10810,21.2,24.5,28,31.3,34.7,37.8,42,46
10820,21.2,24.5,28,31.3,34.7,37.8,42,46
10830,21.2,24.5,28,31.3,34.7,37.8,42,46
10840,21.2,24.5,28,31.3,34.7,37.8,42,46
10850,21.2,24.5,28,31.3,34.7,37.8,42,46
10860,21.2,24.5,28,31.3,34.7,37.8,42,46
10870,21.2,24.5,28,31.3,34.7,37.8,42,46
10880,21.2,24.5,28,31.3,34.7,37.8,42,46
10890,21.2,24.5,28,31.3,34.7,37.8,42,46
10900,21.2,24.5,28,31.3,34.7,37.8,42,46
10910,21.2,24.5,28,31.3,34.7,37.8,42,46
10920,21.2,24.5,28,31.3,34.7,37.8,42,46
10930,21.2,24.5,28,31.3,34.7,37.9,42,46
10940,21.2,24.5,28,31.3,34.7,37.8,42,46
10950,21.2,24.5,28,31.3,34.7,37.8,42,46
10960,21.2,24.5,28,31.3,34.7,37.8,42,46
10970,21.2,24.5,28,31.3,34.7,37.9,42,46
10980,21.2,24.5,28,31.3,34.7,37.9,42,46
10990,21.2,24.5,28,31.3,34.7,37.8,42,46
11000,21.2,24.5,28,31.3,34.7,37.8,42,46
11010,21.2,24.5,28,31.3,34.7,37.9,42,46
11020,21.2,24.5,28,31.3,34.7,37.9,42,46
11030,21.2,24.5,28,31.3,34.7,37.9,42,46
11040,21.2,24.5,28,31.3,34.7,37.9,42,46
11050,21.2,24.5,28,31.3,34.7,37.9,42,46
11060,21.2,24.5,28,31.3,34.7,37.9,42,46
11070,21.2,24.5,28,31.3,34.7,37.9,42,46
11080,21.2,24.5,28,31.3,34.7,37.9,42,46
11090,21.2,24.5,28,31.3,34.8,37.9,42,46
11100,21.2,24.5,28,31.3,34.7,37.9,42,46
11110,21.2,24.5,28,31.3,34.7,37.9,42.1,46
11120,21.2,24.5,28,31.3,34.7,37.9,42,46
11130,21.2,24.5,28,31.3,34.7,37.9,42,46
11140,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11150,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11160,21.2,24.5,28,31.3,34.8,37.9,42,46
11170,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11180,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11190,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11200,21.2,24.5,28,31.3,34.7,37.9,42.1,46
11210,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11220,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11230,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11240,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11250,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11260,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11270,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11280,21.2,24.5,28,31.4,34.8,37.9,42.1,46
11290,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11300,21.2,24.5,28,31.4,34.8,37.9,42.1,46
11310,21.2,24.5,28,31.4,34.8,37.9,42.1,46
11320,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11330,21.2,24.5,28,31.3,34.8,37.9,42.1,46
11340,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11350,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11360,21.2,24.5,28,31.4,34.8,37.9,42.1,46
11370,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11380,21.2,24.5,28,31.4,34.8,37.9,42.1,46
11390,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11400,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11410,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11420,21.2,24.5,28,31.4,34.8,37.9,42.1,46
11430,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11440,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11450,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11460,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46
11470,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11480,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11490,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11500,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11510,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11520,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11530,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11540,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11550,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11560,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11570,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11580,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11590,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11600,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11610,21.2,24.5,28.1,31.4,34.8,37.9,42.1,46.1
11620,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11630,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11640,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11650,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11660,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11670,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11680,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11690,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11700,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11710,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11720,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11730,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11740,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11750,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11760,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11770,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11780,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11790,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11800,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11810,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11820,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11830,21.2,24.6,28.1,31.4,34.8,37.9,42.1,46.1
11840,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11850,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11860,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
11870,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11880,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11890,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
11900,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
11910,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11920,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11930,21.2,24.6,28.1,31.4,34.8,38,42.1,46.1
11940,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
11950,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
11960,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
11970,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
11980,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
11990,21.3,24.6,28.1,31.4,34.8,38,42.2,46.1
12000,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12010,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12020,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12030,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12040,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12050,21.2,24.6,28.1,31.4,34.8,38,42.2,46.1
12060,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12070,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12080,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12090,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12100,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12110,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12120,21.3,24.6,28.1,31.4,34.9,38,42.2,46.1
12130,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12140,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
